Category Code,Category Label
18101121,"Beef, rump steak, fully-trimmed, raw"
18101122,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101123,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18101124,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101125,"Beef, rump steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101126,"Beef, rump steak, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
18101127,"Beef, rump steak, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18101128,"Beef, rump steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18101129,"Beef, rump steak, semi-trimmed, raw"
18101130,"Beef, rump steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101131,"Beef, rump steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18101132,"Beef, rump steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101133,"Beef, rump steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101134,"Beef, rump steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101135,"Beef, rump steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101136,"Beef, rump steak, semi-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat"
18101137,"Beef, rump steak, untrimmed, raw"
18101138,"Beef, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101139,"Beef, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18101140,"Beef, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101141,"Beef, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101142,"Beef, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101143,"Beef, rump steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101144,"Beef, rump steak, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18101147,"Beef, scotch fillet, fully-trimmed, raw"
18101148,"Beef, scotch fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101149,"Beef, scotch fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18101150,"Beef, scotch fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101151,"Beef, scotch fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101152,"Beef, scotch fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101153,"Beef, scotch fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101154,"Beef, scotch fillet, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18101155,"Beef, scotch fillet, semi-trimmed, raw"
18101156,"Beef, scotch fillet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101157,"Beef, scotch fillet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18101158,"Beef, scotch fillet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101159,"Beef, scotch fillet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101160,"Beef, scotch fillet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101161,"Beef, scotch fillet, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101162,"Beef, scotch fillet, untrimmed, raw"
18101163,"Beef, scotch fillet, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101164,"Beef, scotch fillet, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101165,"Beef, silverside minute steak, separable lean, raw"
18101169,"Beef, silverside roast, fully-trimmed, raw"
18101170,"Beef, silverside roast, fully-trimmed, baked or roasted, no added fat"
18101171,"Beef, silverside roast, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18101172,"Beef, silverside roast, semi-trimmed, raw"
18101173,"Beef, silverside roast, semi-trimmed, baked or roasted, no added fat"
18101174,"Beef, silverside roast, semi-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18101175,"Beef, silverside roast, untrimmed, raw"
18101176,"Beef, silverside roast, untrimmed, baked or roasted, no added fat"
18101177,"Beef, silverside roast, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18101180,"Beef, sirloin steak, fully-trimmed, raw"
18101181,"Beef, sirloin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101182,"Beef, sirloin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101183,"Beef, sirloin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101184,"Beef, sirloin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101185,"Beef, sirloin steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101186,"Beef, sirloin steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18101187,"Beef, sirloin steak, semi-trimmed, raw"
18101188,"Beef, sirloin steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101189,"Beef, sirloin steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101190,"Beef, sirloin steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101191,"Beef, sirloin steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101192,"Beef, sirloin steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101193,"Beef, sirloin steak, untrimmed, raw"
18101194,"Beef, sirloin steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101195,"Beef, sirloin steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101196,"Beef, sirloin steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101201,"Beef, stir-fry strips, fully-trimmed, raw"
18101202,"Beef, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18101203,"Beef, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
18101204,"Beef, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
18101205,"Beef, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
18101206,"Beef, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18101207,"Beef, stir-fry strips, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18101208,"Beef, stir-fry strips, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18101209,"Beef, stir-fry strips, untrimmed, raw"
18101210,"Beef, stir-fry strips, untrimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18101217,"Beef, T-bone steak, fully-trimmed, raw"
18101218,"Beef, T-bone steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101219,"Beef, T-bone steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101220,"Beef, T-bone steak, semi-trimmed, raw"
18101221,"Beef, T-bone steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101222,"Beef, T-bone steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18101223,"Beef, T-bone steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101224,"Beef, T-bone steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101225,"Beef, T-bone steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101226,"Beef, T-bone steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101227,"Beef, T-bone steak, untrimmed, raw"
18101228,"Beef, T-bone steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101229,"Beef, T-bone steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101233,"Beef, topside roast, fully-trimmed, raw"
18101234,"Beef, topside roast, fully-trimmed, baked or roasted, no added fat"
18101235,"Beef, topside roast, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18101236,"Beef, topside roast, semi-trimmed, raw"
18101237,"Beef, topside roast, semi-trimmed, baked or roasted, no added fat"
18101238,"Beef, topside roast, untrimmed, raw"
18101239,"Beef, topside roast, untrimmed, baked or roasted, no added fat"
18101240,"Beef, topside roast, untrimmed, breadcrumb coating, baked or roasted, no added fat"
18101244,"Beef, topside steak, fully-trimmed, raw"
18101245,"Beef, topside steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101246,"Beef, topside steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101247,"Beef, topside steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18101248,"Beef, topside steak, semi-trimmed, raw"
18101249,"Beef, topside steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101250,"Beef, topside steak, untrimmed, raw"
18101251,"Beef, topside steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101253,"Beef, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101254,"Beef, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101255,"Beef, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101256,"Beef, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101257,"Beef, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101258,"Beef, steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18101259,"Beef, steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18101261,"Beef, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101262,"Beef, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18101263,"Beef, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101264,"Beef, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101265,"Beef, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101266,"Beef, steak, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18101268,"Beef, steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18101269,"Beef, steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18101270,"Beef, steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18101271,"Beef, steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101272,"Beef, steak, untrimmed, coated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18101273,"Beef, steak, for use on sandwiches, not further defined"
18102,Lamb and mutton
18102004,"Lamb, BBQ/grill/fry cuts, fully-trimmed, BBQ'd, grilled or fried, no added fat"
18102006,"Lamb, BBQ/grill/fry cuts, semi-trimmed, BBQ'd, grilled or fried, no added fat"
18102007,"Lamb, butterfly steak, separable lean, raw"
18102008,"Lamb, butterfly steak, fully-trimmed, raw"
18102009,"Lamb, butterfly steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102010,"Lamb, butterfly steak, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18102012,"Lamb, casserole cuts, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18102013,"Lamb, casserole cuts, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102015,"Lamb, chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102016,"Lamb, chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18102017,"Lamb, chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18102018,"Lamb, chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18102019,"Lamb, chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18102020,"Lamb, chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102021,"Lamb, chop, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102022,"Lamb, chop, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18102023,"Lamb, chop, fully-trimmed, coated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102025,"Lamb, chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102026,"Lamb, chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18102027,"Lamb, chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18102028,"Lamb, chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18102029,"Lamb, chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102030,"Lamb, chop, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102031,"Lamb, chop, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18102032,"Lamb, chop, semi-trimmed, coated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102034,"Lamb, chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102035,"Lamb, chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18102036,"Lamb, chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18102037,"Lamb, chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18102038,"Lamb, chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102039,"Lamb, chop, untrimmed, coated, baked, roasted, fried, grilled or BBQ'd, with or without added fat"
18102042,"Lamb, chump chop, fully-trimmed, raw"
18102043,"Lamb, chump chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102044,"Lamb, chump chop, semi-trimmed, raw"
18102045,"Lamb, chump chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102046,"Lamb, chump chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102047,"Lamb, chump chop, untrimmed, raw"
18102048,"Lamb, chump chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102049,"Lamb, chump chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102052,"Lamb, diced, fully-trimmed, raw"
18102053,"Lamb, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18102054,"Lamb, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102055,"Lamb, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18102056,"Lamb, diced, untrimmed, raw"
18102057,"Lamb, diced, untrimmed, baked, roasted, fried or stir-fried, grilled or BBQ'd, no added fat"
18102060,"Lamb, drumstick, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102061,"Lamb, drumstick, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102064,"Lamb, easy carve leg roast, fully-trimmed, raw"
18102065,"Lamb, easy carve leg roast, fully-trimmed, baked or roasted, no added fat"
18102066,"Lamb, easy carve leg roast, semi-trimmed, raw"
18102067,"Lamb, easy carve leg roast, semi-trimmed, baked or roasted, no added fat"
18102068,"Lamb, easy carve leg roast, untrimmed, raw"
18102069,"Lamb, easy carve leg roast, untrimmed, baked or roasted, no added fat"
18102072,"Lamb, easy carve shoulder, fully-trimmed, raw"
18102073,"Lamb, easy carve shoulder, fully-trimmed, baked or roasted, no added fat"
18102074,"Lamb, easy carve shoulder, semi-trimmed, raw"
18102075,"Lamb, easy carve shoulder, semi-trimmed, baked or roasted, no added fat"
18102076,"Lamb, easy carve shoulder, untrimmed, raw"
18102077,"Lamb, easy carve shoulder, untrimmed, baked or roasted, no added fat"
18102081,"Lamb, fillet or tenderloin, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18102082,"Lamb, fillet or tenderloin, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18102087,"Lamb, forequarter chop, fully-trimmed, raw"
18102088,"Lamb, forequarter chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102089,"Lamb, forequarter chop, semi-trimmed, raw"
18102090,"Lamb, forequarter chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102091,"Lamb, forequarter chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102092,"Lamb, forequarter chop, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18102093,"Lamb, forequarter chop, untrimmed, raw"
18102094,"Lamb, forequarter chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102095,"Lamb, forequarter chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102098,"Lamb, frenched cutlet/rack, fully-trimmed, raw"
18102099,"Lamb, frenched cutlet/rack, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102100,"Lamb, frenched cutlet/rack, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102101,"Lamb, frenched cutlet/rack, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat"
18102102,"Lamb, frenched cutlet/rack, semi-trimmed, raw"
18102103,"Lamb, frenched cutlet/rack, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102104,"Lamb, frenched cutlet/rack, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102105,"Lamb, frenched cutlet/rack, untrimmed, raw"
18102106,"Lamb, frenched cutlet/rack, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102107,"Lamb, frenched cutlet/rack, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102108,"Lamb, kebab, baked, roasted, fried, grilled or BBQ'd, no added fat, no added marinade"
18102109,"Lamb, kebab, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102114,"Lamb, leg roast, fully-trimmed, raw"
18102115,"Lamb, leg roast, fully-trimmed, baked or roasted, no added fat"
18102116,"Lamb, leg roast, semi-trimmed, raw"
18102117,"Lamb, leg roast, semi-trimmed, baked or roasted, no added fat"
18102118,"Lamb, leg roast, untrimmed, raw"
18102119,"Lamb, leg roast, untrimmed, baked or roasted, no added fat"
18102122,"Lamb, loin chop, fully-trimmed, raw"
18102123,"Lamb, loin chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102124,"Lamb, loin chop, semi-trimmed, raw"
18102125,"Lamb, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102126,"Lamb, loin chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102127,"Lamb, loin chop, untrimmed, raw"
18102128,"Lamb, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102129,"Lamb, loin chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102132,"Lamb, mince, raw"
18102133,"Lamb, mince, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18102134,"Lamb, mince, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18102137,"Lamb, mini roast, fully-trimmed, raw"
18102138,"Lamb, mini roast, fully-trimmed, baked or roasted, no added fat"
18102139,"Lamb, mini roast, semi-trimmed, raw"
18102140,"Lamb, mini roast, semi-trimmed, baked or roasted, no added fat"
18102141,"Lamb, mini roast, untrimmed, raw"
18102142,"Lamb, mini roast, untrimmed, baked or roasted, no added fat"
18102143,"Lamb, rib, cooked, with or without added fat"
18102145,"Lamb, roasting cuts, fully-trimmed, baked or roasted, no added fat"
18102146,"Lamb, roasting cuts, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102148,"Lamb, roasting cuts, semi-trimmed, baked or roasted, no added fat"
18102150,"Lamb, roasting cuts, untrimmed, baked or roasted, no added fat"
18102151,"Lamb, roasting cuts, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102154,"Lamb, shank, fully-trimmed, raw"
18102155,"Lamb, shank, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102156,"Lamb, shank, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102157,"Lamb, shank, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, with or without added fat"
18102158,"Lamb, shank, semi-trimmed, raw"
18102159,"Lamb, shank, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102160,"Lamb, shank, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18102161,"Lamb, shank, semi-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18102162,"Lamb, shank, untrimmed, raw"
18102163,"Lamb, shank, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102164,"Lamb, shank, untrimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18102165,"Lamb, shank, untrimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18102168,"Lamb, steak, fully-trimmed, raw"
18102169,"Lamb, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102170,"Lamb, steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18102171,"Lamb, steak, semi-trimmed, raw"
18102172,"Lamb, steak, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102173,"Lamb, steak, untrimmed, raw"
18102174,"Lamb, steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18102179,"Lamb, stir-fry strips, fully-trimmed, raw"
18102180,"Lamb, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18102181,"Lamb, stir-fry strips, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18102182,"Lamb, stir-fry strips, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, with or without added fat"
18102183,"Lamb, stir-fry strips, untrimmed, raw"
18102184,"Lamb, stir-fry strips, untrimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18102185,"Lamb, stir-fry strips, untrimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18102194,"Mutton, shoulder, fully-trimmed, raw"
18102195,"Mutton, shoulder, fully-trimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18102196,"Mutton, shoulder, untrimmed, raw"
18102197,"Mutton, shoulder, untrimmed, boiled, casseroled, microwaved, poached, steamed, or stewed, no added fat"
18102202,"Mutton, leg roast, fully-trimmed, raw"
18102203,"Mutton, leg roast, fully-trimmed, baked or roasted, no added fat"
18102204,"Mutton, leg roast, semi-trimmed, raw"
18102205,"Mutton, leg roast, semi-trimmed, baked or roasted, no added fat"
18102206,"Mutton, leg roast, untrimmed, raw"
18102207,"Mutton, leg roast, untrimmed, baked or roasted, no added fat"
18103,Pork
18103001,"Pork, belly, raw"
18103002,"Pork, belly, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103003,"Pork, belly, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103004,"Pork, belly, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103005,"Pork, butterfly steak, fully-trimmed, raw"
18103006,"Pork, butterfly steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103007,"Pork, butterfly steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18103008,"Pork, butterfly steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18103009,"Pork, butterfly steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18103010,"Pork, butterfly steak, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103011,"Pork, butterfly steak, untrimmed, raw"
18103012,"Pork, butterfly steak, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103013,"Pork, crackling, roasted, salted"
18103014,"Pork, diced, fully-trimmed, raw"
18103015,"Pork, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
18103016,"Pork, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend or margarine"
18103017,"Pork, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, canola oil"
18103018,"Pork, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, olive oil"
18103019,"Pork, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
18103020,"Pork, diced, fully-trimmed, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
18103021,"Pork, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103022,"Pork, diced, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, fat not further defined"
18103023,"Pork, fillet, fully-trimmed, raw"
18103024,"Pork, fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103025,"Pork, fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, butter, dairy blend or margarine"
18103026,"Pork, fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, canola oil"
18103027,"Pork, fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, olive oil"
18103028,"Pork, fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, other oil"
18103029,"Pork, fillet, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103030,"Pork, fillet, fully-trimmed, boiled, casseroled, microwaved, poached, steamed or stewed, no added fat"
18103033,"Pork, forequarter chop, fully-trimmed, raw"
18103034,"Pork, forequarter chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103035,"Pork, forequarter chop, fully-trimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103036,"Pork, forequarter chop, semi-trimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103037,"Pork, forequarter chop, untrimmed, raw"
18103038,"Pork, forequarter chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat"
18103039,"Pork, forequarter chop, untrimmed, baked, roasted, fried, grilled or BBQ'd, fat not further defined"
18103040,"Pork, forequarter shoulder roast, fully-trimmed, raw"
18103041,"Pork, forequarter shoulder roast, fully-trimmed, baked or roasted, no added fat"
18103042,"Pork, forequarter shoulder roast, semi-trimmed, baked or roasted, no added fat"
18103043,"Pork, forequarter shoulder roast, untrimmed, raw"
18103044,"Pork, forequarter shoulder roast, untrimmed, baked or roasted, no added fat"
18103045,"Pork, head, cooked, with or without added fat"
